Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
2080,2,1,0,0,0,0,0,1442.307692,1477,603,603,603,0,603,603,0,0,0,0,0,0,0,0,0,64,32,961.5384615,480.7692308,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,1,0,349,1546,0,32,0,0,0,0,0,0,0,0
429060,11,7,839,4336,76.27272727,619.4285714,12061.25017,41.95217452,81980,7,429060,42906,48782.21665,118397,7,340083,56680.5,68428.97659,154711,47,0,0,0,0,360,232,25.63743999,16.31473454,0,1418,272.3684211,474.1338548,224802.9123,0,0,0,1,0,0,0,0,0,287.5,76.27272727,619.4285714,360,0,0,0,0,0,0,11,839,7,4336,65535,349,4,32,0,0,0,0,0,0,0,0
51597803,6,6,1496,1178,249.3333333,196.3333333,51.82391196,0.232568042,51359125,28,51597803,10319560.6,22941891.4,51359125,58,51548326,10309665.2,22971925.94,51403044,28,1,0,0,0,192,192,0.116284021,0.116284021,0,748,263.2307692,331.5542072,109928.1923,0,1,0,0,1,0,0,0,1,285.1666667,249.3333333,196.3333333,192,0,0,0,0,0,0,6,1496,6,1178,1947,469,1,32,120883,0,120883,120883,51359125,0,51359125,51359125
151568,1,1,33,187,33,187,1451.493719,13.19539745,151568,151568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.597698723,6.597698723,33,187,84.33333333,88.91194146,7905.333333,0,0,0,0,0,0,0,0,1,126.5,33,187,32,0,0,0,0,0,0,1,33,1,187,-1,-1,0,32,0,0,0,0,0,0,0,0
49,2,0,31,0,15.5,0,632653.0612,40816.32653,49,49,49,49,0,49,49,0,0,0,0,0,1,0,0,0,64,0,40816.32653,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,75,-1,0,32,0,0,0,0,0,0,0,0
2142831,2,0,0,0,0,0,0,0.93334472,2142831,2142831,2142831,2142831,0,2142831,2142831,0,0,0,0,0,0,0,0,0,40,0,0.93334472,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,2282,-1,0,20,0,0,0,0,0,0,0,0
15374233,2,0,0,0,0,0,0,0.13008779,15374233,15374233,15374233,15374233,0,15374233,15374233,0,0,0,0,0,0,0,0,0,64,0,0.13008779,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1439,-1,0,32,0,0,0,0,0,0,0,0
146357,18,34,961,45410,53.38888889,1335.588235,316834.8627,355.2956128,75892,4,146357,8609.235294,18769.29589,80558,9,58748,1780.242424,1918.750685,4531,4,1,0,0,0,576,1088,122.9869429,232.3086699,0,1418,893.0566038,661.3395909,437370.0544,0,1,0,0,1,0,0,0,1,910.2307692,53.38888889,1335.588235,576,0,0,0,0,0,0,18,961,34,45410,2876,383,0,32,0,0,0,0,0,0,0,0
128500,2,0,0,0,0,0,0,15.56420233,128500,128500,128500,128500,0,128500,128500,0,0,0,0,0,0,0,0,0,64,0,15.56420233,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1635,-1,0,32,0,0,0,0,0,0,0,0
3001213,4,0,688,0,172,0,229.2406437,1.33279444,1000944,1000130,3001213,1000404.333,467.3867064,1000944,1000130,0,0,0,0,0,0,0,0,0,136,0,1.33279444,0,172,172,172,0,0,0,0,0,0,0,0,0,0,0,215,172,0,136,0,0,0,0,0,0,4,688,0,0,-1,-1,3,32,0,0,0,0,0,0,0,0
16500870,20,22,950,26528,47.5,1205.818182,1665.245529,2.545320338,15986510,6,514360,27071.57895,53824.53124,200187,9,16413175,781579.7619,3484778.047,15988804,6,0,0,0,0,420,452,1.212057304,1.333263034,0,1460,639.0232558,700.3934095,490550.928,0,0,0,1,0,0,0,0,1,654.2380952,47.5,1205.818182,420,0,0,0,0,0,0,20,950,22,26528,65535,31,2,20,0,0,0,0,0,0,0,0
278235,2,0,0,0,0,0,0,7.188168275,278235,278235,278235,278235,0,278235,278235,0,0,0,0,0,0,0,0,0,64,0,7.188168275,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1470,-1,0,32,0,0,0,0,0,0,0,0
39974757,3,0,0,0,0,0,0,0.075047361,39941140,33617,39974757,19987378.5,28218880.13,39941140,33617,0,0,0,0,0,0,0,0,0,96,0,0.075047361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,5385,-1,0,32,0,0,0,0,0,0,0,0
278877,1,1,0,0,0,0,0,7.171620464,278877,278877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.585810232,3.585810232,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,1386,126,0,20,0,0,0,0,0,0,0,0
285818,21,28,863,28916,41.0952381,1032.714286,104188.6795,171.4377681,37355,9,285818,14290.9,16655.07994,59625,63,219924,8145.333333,18259.3134,60157,9,0,0,0,0,440,572,73.47332918,97.96443891,0,1460,595.58,684.9965318,469220.2486,0,0,0,1,0,0,0,0,1,607.7346939,41.0952381,1032.714286,440,0,0,0,0,0,0,21,863,28,28916,65535,33,7,20,0,0,0,0,0,0,0,0
50364,1,1,26,58,26,58,1667.857994,39.71090461,50364,50364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,19.85545231,19.85545231,26,58,36.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,55,26,58,32,0,0,0,0,0,0,1,26,1,58,-1,-1,0,32,0,0,0,0,0,0,0,0
1055425,3,0,0,0,0,0,0,2.84245683,1023929,31496,1055425,527712.5,701756.1042,1023929,31496,0,0,0,0,0,0,0,0,0,96,0,2.84245683,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,1867,-1,0,32,0,0,0,0,0,0,0,0
17707,2,1,0,0,0,0,0,169.4245214,15977,1730,17707,17707,0,17707,17707,0,0,0,0,0,0,0,0,0,40,20,112.9496809,56.47484046,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,1,0,33810,65535,0,20,0,0,0,0,0,0,0,0
46145923,5,6,76,65,15.2,10.83333333,3.055524537,0.238374255,45562802,42721,46086106,11521526.5,22742216.9,45634821,108772,46080330,9216066,20358880.96,45635054,43926,1,0,0,0,160,192,0.108351934,0.130022321,0,39,14.83333333,17.67809807,312.5151515,0,1,0,0,1,0,0,0,1,16.18181818,15.2,10.83333333,160,0,0,0,0,0,0,5,76,6,65,514,1591,1,32,342513,0,342513,342513,45562802,0,45562802,45562802
63888,1,1,38,130,38,130,2629.601803,31.30478337,63888,63888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,15.65239169,15.65239169,38,130,68.66666667,53.11622477,2821.333333,0,0,0,0,0,0,0,0,1,103,38,130,32,0,0,0,0,0,0,1,38,1,130,-1,-1,0,32,0,0,0,0,0,0,0,0
284865,1,1,29,106,29,106,473.9086936,7.020869535,284865,284865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,3.510434767,3.510434767,29,106,54.66666667,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1,82,29,106,20,0,0,0,0,0,0,1,29,1,106,-1,-1,0,20,0,0,0,0,0,0,0,0
4146,1,1,37,77,37,77,27496.38205,482.3926676,4146,4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,241.1963338,241.1963338,37,77,50.33333333,23.09401077,533.3333333,0,0,0,0,0,0,0,0,1,75.5,37,77,32,0,0,0,0,0,0,1,37,1,77,-1,-1,0,32,0,0,0,0,0,0,0,0
31101592,11,11,2061,4939,187.3636364,449,225.0688646,0.707359289,29634733,5,31101592,3110159.2,9322412.283,29634733,1698,1387734,138773.4,179237.0254,526148,5,0,0,0,0,360,360,0.353679644,0.353679644,0,1448,304.3478261,470.323062,221203.7826,0,0,0,1,0,0,0,0,1,318.1818182,187.3636364,449,360,0,0,0,0,0,0,11,2061,11,4939,65535,1029,4,32,0,0,0,0,0,0,0,0
349959,2,0,0,0,0,0,0,5.71495518,349959,349959,349959,349959,0,349959,349959,0,0,0,0,0,0,0,0,0,64,0,5.71495518,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1679,-1,0,32,0,0,0,0,0,0,0,0
22167200,113,103,110242,7676,975.5929204,74.52427184,5319.481035,9.744126457,9793172,5,22130630,197594.9107,1045917.133,9793172,5,22130647,216967.1275,1104051.506,9831888,6,0,0,0,0,3636,3316,5.097621711,4.646504746,0,1418,543.4009217,639.8318432,409384.7876,0,0,0,1,0,0,0,0,0,545.9166667,975.5929204,74.52427184,3636,0,0,0,0,0,0,113,110242,103,7676,65535,1622,92,32,12337458,0,12337458,12337458,9793172,0,9793172,9793172
241573,2,1,0,0,0,0,0,12.41860638,213355,28218,241573,241573,0,241573,241573,0,0,0,0,0,0,0,0,0,64,32,8.279070923,4.139535461,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,1,0,388,1593,0,32,0,0,0,0,0,0,0,0
5122713,2673,12181,1016,17549161,0.380097269,1440.699532,3425953.591,2899.635408,276000,-2,5122713,1917.183009,9220.199457,293034,1,5063509,415.7232348,4214.889222,324653,1,0,0,0,0,86420,389800,521.7938229,2377.841585,0,1448,1181.432312,559.1178825,312612.8065,0,0,0,1,0,0,0,0,4,1181.511849,0.380097269,1440.699532,86420,0,0,0,0,0,0,2673,1016,12181,17549161,65535,123,4,32,0,0,0,0,0,0,0,0
2453,1,1,0,0,0,0,0,815.3281696,2453,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,407.6640848,407.6640848,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,362,1637,0,32,0,0,0,0,0,0,0,0
64277883,94,140,1844,187588,19.61702128,1339.914286,2947.079013,3.640443479,59485321,2,4792562,51532.92473,345390.3196,3302105,7,64060406,460866.2302,5055935.058,59533406,2,0,0,0,0,3016,4488,1.462400372,2.178043107,0,1448,806.093617,712.3271718,507409.9997,0,0,0,1,0,0,0,0,1,809.5384615,19.61702128,1339.914286,3016,0,0,0,0,0,0,94,1844,140,187588,65535,147,4,32,0,0,0,0,0,0,0,0
35053,1,1,29,83,29,83,3195.161612,57.05645736,35053,35053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,28.52822868,28.52822868,29,83,47,31.17691454,972,0,0,0,0,0,0,0,0,1,70.5,29,83,40,0,0,0,0,0,0,1,29,1,83,-1,-1,0,40,0,0,0,0,0,0,0,0
39850531,3,0,0,0,0,0,0,0.075281306,39816257,34274,39850531,19925265.5,28130109.95,39816257,34274,0,0,0,0,0,0,0,0,0,96,0,0.075281306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,4039,-1,0,32,0,0,0,0,0,0,0,0
31058905,6,0,0,0,0,0,0,0.193181311,16032740,1007341,31058905,6211781,6111582.746,16032740,1007341,0,0,0,0,0,0,0,0,0,240,0,0.193181311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,6,0,0,0,65535,-1,0,40,7013149,0,7013149,7013149,12022878,5670801.224,16032740,8013016
15956582,8,9,1163,4227,145.375,469.6666667,337.7916398,1.065391072,15702826,18,253711,36244.42857,22667.11489,70810,2072,15931207,1991400.875,5553734.574,15735914,18,0,0,0,0,264,296,0.501360504,0.564030567,0,1448,299.4444444,466.4537329,217579.085,0,0,0,1,0,0,0,0,1,317.0588235,145.375,469.6666667,264,0,0,0,0,0,0,8,1163,9,4227,65535,35,3,32,253711,0,253711,253711,15702826,0,15702826,15702826
9138951,3,0,0,0,0,0,0,0.328265246,8988288,150663,9138951,4569475.5,6249144.567,8988288,150663,0,0,0,0,0,0,0,0,0,96,0,0.328265246,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,296,-1,0,32,0,0,0,0,0,0,0,0
5710597,8,9,336,5024,42,558.2222222,938.6058936,2.976921677,5567685,13,142849,20407,18278.47203,48848,864,5685394,710674.25,1964037.743,5570918,13,0,0,0,0,180,192,1.400904319,1.576017359,0,1460,297.7777778,518.721795,269072.3007,0,0,0,1,0,0,0,0,1,315.2941176,42,558.2222222,180,0,0,0,0,0,0,8,336,9,5024,65535,62,2,20,142849,0,142849,142849,5567685,0,5567685,5567685
334,2,0,31,0,15.5,0,92814.37126,5988.023952,334,334,334,334,0,334,334,0,0,0,0,0,1,0,0,0,64,0,5988.023952,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,1550,-1,0,32,0,0,0,0,0,0,0,0
322343,1,1,37,116,37,116,474.6496744,6.204570907,322343,322343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,3.102285454,3.102285454,37,116,63.33333333,45.61067127,2080.333333,0,0,0,0,0,0,0,0,1,95,37,116,32,0,0,0,0,0,0,1,37,1,116,-1,-1,0,32,0,0,0,0,0,0,0,0
29681794,4,5,375,1025,93.75,205,47.16696033,0.303216174,29146966,29,534828,178276,155363.6122,287988,496,29454827,7363706.75,14535131.26,29165448,29,0,0,0,0,136,168,0.134762744,0.16845343,0,624,140,234.4738791,54978,0,0,0,1,0,0,0,0,1,155.5555556,93.75,205,136,0,0,0,0,0,0,4,375,5,1025,65535,486,1,32,0,0,0,0,0,0,0,0
43667,1,1,0,0,0,0,0,45.80117709,43667,43667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,22.90058855,22.90058855,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1386,118,0,32,0,0,0,0,0,0,0,0
20204842,3,1,0,0,0,0,0,0.197972347,19950524,2389,20204842,10102421,13927320.83,19950524,254318,0,0,0,0,0,0,0,0,0,80,32,0.148479261,0.049493087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,29200,0,20,0,0,0,0,0,0,0,0
277314,1,1,36,83,36,83,429.1164528,7.212041224,277314,277314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,3.606020612,3.606020612,36,83,51.66666667,27.13546265,736.3333333,0,0,0,0,0,0,0,0,1,77.5,36,83,32,0,0,0,0,0,0,1,36,1,83,-1,-1,0,32,0,0,0,0,0,0,0,0
8727,1,1,0,0,0,0,0,229.1738283,8727,8727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,114.5869142,114.5869142,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,939,1386,0,32,0,0,0,0,0,0,0,0
10714675,3,1,0,0,0,0,0,0.373319769,10464553,19172,10714675,5357337.5,7222693.426,10464553,250122,0,0,0,0,0,0,0,0,0,80,40,0.279989827,0.093329942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,12960,0,20,0,0,0,0,0,0,0,0
258741,1,2,0,0,0,0,0,11.59460619,217214,41527,0,0,0,0,0,217214,217214,0,217214,217214,0,0,0,0,32,64,3.86486873,7.729737459,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,350,1594,0,32,0,0,0,0,0,0,0,0
2038,1,1,0,0,0,0,0,981.3542689,2038,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,490.6771344,490.6771344,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,9,1386,0,32,0,0,0,0,0,0,0,0
91814293,4,0,0,0,0,0,0,0.043566202,31744423,29962954,91814293,30604764.33,989594.7007,31744423,29962954,0,0,0,0,0,0,0,0,0,0,0,0.043566202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,0,0,0,0,0,0,30604764.33,989594.7007,31744423,29962954
42268,1,1,0,0,0,0,0,47.31711933,42268,42268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,23.65855967,23.65855967,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1593,179,0,32,0,0,0,0,0,0,0,0
48956,1,1,35,180,35,180,4391.698668,40.85301087,48956,48956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.42650543,20.42650543,35,180,83.33333333,83.71578903,7008.333333,0,0,0,0,0,0,0,0,1,125,35,180,20,0,0,0,0,0,0,1,35,1,180,-1,-1,0,20,0,0,0,0,0,0,0,0
2040491,2,0,0,0,0,0,0,0.980156247,2040491,2040491,2040491,2040491,0,2040491,2040491,0,0,0,0,0,0,0,0,0,64,0,0.980156247,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1369,-1,0,32,0,0,0,0,0,0,0,0
1524,1,1,33,49,33,49,53805.77428,1312.335958,1524,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,656.167979,656.167979,33,49,38.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,57.5,33,49,40,0,0,0,0,0,0,1,33,1,49,-1,-1,0,40,0,0,0,0,0,0,0,0
279060,1,1,0,0,0,0,0,7.166917509,279060,279060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.583458754,3.583458754,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,1386,125,0,20,0,0,0,0,0,0,0,0
24754505,2,0,0,0,0,0,0,0.080793375,24754505,24754505,24754505,24754505,0,24754505,24754505,0,0,0,0,0,0,0,0,0,40,0,0.080793375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0
1780003,2,0,0,0,0,0,0,1.123593612,1780003,1780003,1780003,1780003,0,1780003,1780003,0,0,0,0,0,0,0,0,0,64,0,1.123593612,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1460,-1,0,32,0,0,0,0,0,0,0,0
76149,1,1,32,86,32,86,1549.59356,26.26429763,76149,76149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13.13214881,13.13214881,32,86,50,31.17691454,972,0,0,0,0,0,0,0,0,1,75,32,86,20,0,0,0,0,0,0,1,32,1,86,-1,-1,0,20,0,0,0,0,0,0,0,0
1860201,2,0,0,0,0,0,0,1.075152631,1860201,1860201,1860201,1860201,0,1860201,1860201,0,0,0,0,0,0,0,0,0,40,0,1.075152631,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0
2244,1,1,0,0,0,0,0,891.2655971,2244,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,445.6327986,445.6327986,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,115,1369,0,20,0,0,0,0,0,0,0,0
43376409,21,28,6460,22196,307.6190476,792.7142857,660.6356003,1.129646302,38442641,8,43339219,2166960.95,8585280.464,38442641,11,43339183,1605154.926,7411888.811,38481832,8,0,0,0,0,692,904,0.484134129,0.645512172,0,1418,573.12,660.5390699,436311.8629,0,0,0,1,0,0,0,0,1,584.8163265,307.6190476,792.7142857,692,0,0,0,0,0,0,21,6460,28,22196,65535,468,9,32,4896578,0,4896578,4896578,38442641,0,38442641,38442641
31309,1,1,35,188,35,188,7122.552621,63.8793957,31309,31309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,31.93969785,31.93969785,35,188,86,88.33459119,7803,0,0,0,0,0,0,0,0,1,129,35,188,32,0,0,0,0,0,0,1,35,1,188,-1,-1,0,32,0,0,0,0,0,0,0,0
20003,1,1,0,0,0,0,0,99.98500225,20003,20003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,49.99250112,49.99250112,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,3186,349,0,32,0,0,0,0,0,0,0,0
